action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,pid
"[4073, 4753, 5465]","[u'left', u'left', u'down']",train_final,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'12'], u'time': [1308, 2363, 3074]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[4069, 171, 215]",17.0,"[None, None, None]","[u'', -5, 10, 5, 10, -5, -10, 10, 10, 5, 5, 5, 10]",411317,29.0,6562.0,8.130696467842232e+18,mouselab-mdp,2
"[6416, 7039, 7655]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'2', u'4'], u'time': [1152, 2377, 4256, 5336]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[6411, 110, 108]",16.0,"[None, None, None]","[u'', 5, 5, -5, 10, -5, -10, 10, 5, 10, 10, -10, -10]",451204,30.0,8831.0,5.938094249628056e+18,mouselab-mdp,2
"[4676, 5292, 5908]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'12'], u'time': [1901, 3004, 3740]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[4671, 112, 108]",27.0,"[None, None, None]","[u'', 5, -5, -5, -5, -10, 5, 5, -10, 10, 10, 10, 10]",461964,31.0,9612.0,6.349377679140465e+18,mouselab-mdp,2
"[15197, 15852, 16413]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'10', u'11', u'12', u'2', u'3', u'4'], u'time': [1119, 2414, 3279, 4301, 5261, 8910, 10429, 11517, 13151, 13949]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -5]","[15191, 152, 60]",-15.0,"[None, None, None]","[u'', -10, -10, -10, -10, -5, -10, -10, 10, -5, 5, -5, -5]",481843,32.0,18732.0,4.1891588108237983e+18,mouselab-mdp,2
"[19745, 20448, 21048]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'12', u'11', u'1', u'2', u'5', u'6', u'8'], u'time': [1739, 2634, 4130, 5145, 12266, 13297, 14545, 16481, 18801]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[19740, 199, 99]",11.0,"[None, None, None]","[u'', 5, -10, -5, 10, 10, 5, -10, 5, 5, -5, -5, 5]",505068,33.0,22081.0,8.034619116489217e+18,mouselab-mdp,2
"[10122, 10752, 11353]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'8'], u'time': [1602, 3257, 4513, 6866, 8938]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, 5]","[10115, 127, 92]",0.0,"[None, None, None]","[u'', -5, 10, -5, -5, -5, 5, -10, 5, -10, -10, 10, -10]",518915,34.0,12688.0,3.932980794305715e+18,mouselab-mdp,2
"[4792, 5432, 6008]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'2', u'3'], u'time': [1290, 2466, 3257, 3953]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[4788, 140, 80]",26.0,"[None, None, None]","[u'', 10, 10, 10, 10, -10, -10, -10, 5, 10, 10, 5, 5]",528571,35.0,8512.0,1.1933479039128937e+18,mouselab-mdp,2
"[5523, 6139, 6699]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'11', u'12'], u'time': [1492, 2484, 3308, 4613]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 5]","[5516, 110, 50]",21.0,"[None, None, None]","[u'', -10, 10, -10, 5, -5, 5, -10, -10, 10, 10, -5, 5]",539139,36.0,9411.0,-4.940336971661e+18,mouselab-mdp,2
"[4715, 5387, 6027]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4'], u'time': [2221, 2995, 3829]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[4711, 165, 136]",12.0,"[None, None, None]","[u'', 10, -5, -10, 10, -10, 10, 10, -5, 5, 5, 5, 10]",548922,37.0,8634.0,-6.044130621866826e+18,mouselab-mdp,2
"[6952, 7568, 8096]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'8'], u'time': [3459, 4346, 5248]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 5]","[6947, 105, 32]",7.0,"[None, None, None]","[u'', 10, 10, -5, 5, 10, -5, -5, 5, -10, 5, -5, 10]",559506,38.0,9431.0,5.48878703662108e+18,mouselab-mdp,2
"[12914, 13537, 14121]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'10', u'12'], u'time': [5550, 7210, 8610, 9434]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[12908, 104, 84]",6.0,"[None, None, None]","[u'', -5, 10, 5, 5, -5, 5, -5, -10, 5, -5, 5, 10]",576042,39.0,15393.0,-5.812682556850434e+18,mouselab-mdp,2
"[7568, 8207, 8791]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'12', u'1', u'5', u'6', u'7'], u'time': [1107, 2000, 2832, 4016, 5200, 5912, 6711]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[7564, 138, 86]",18.0,"[None, None, None]","[u'', -5, -10, 10, 5, 10, 5, 10, 5, 5, -10, -5, -10]",587146,40.0,9959.0,3.569831271632112e+18,mouselab-mdp,2
"[17256, 17855, 18407]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'2', u'10', u'12', u'11', u'3', u'4'], u'time': [3882, 5392, 6576, 8360, 9984, 12416, 13168, 14096, 15497, 16160]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 10]","[17251, 96, 45]",-5.0,"[None, None, None]","[u'', -10, 5, -5, 10, -10, -10, -5, 10, -10, 10, -5, -10]",607858,41.0,19567.0,-6.477964297241529e+18,mouselab-mdp,2
"[11767, 12383, 12974]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'5', u'6', u'8', u'7'], u'time': [1344, 3511, 4288, 5495, 6591, 8662, 9807, 10879]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[11760, 113, 85]",12.0,"[None, None, None]","[u'', 10, -5, -10, -5, 5, 5, 10, -10, -10, 5, 10, -10]",623009,42.0,14005.0,-8.642469369171842e+18,mouselab-mdp,2
"[11190, 11782, 12294]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'9', u'10', u'12', u'1', u'11'], u'time': [1152, 1999, 5143, 5903, 6638, 8543, 10183]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[11186, 93, 4]",8.0,"[None, None, None]","[u'', -5, 10, -5, 5, 5, -10, -10, -5, 10, -5, 10, -10]",637593,43.0,13437.0,1.0826444805002026e+18,mouselab-mdp,2
"[8322, 8922, 9442]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'11'], u'time': [2291, 4035, 6922]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 10]","[8319, 86, 20]",7.0,"[None, None, None]","[u'', -10, -5, -5, 10, 10, -5, 5, -10, 5, -5, 10, 5]",649226,44.0,10490.0,-4.641247981390103e+18,mouselab-mdp,2
"[5635, 6250, 6761]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3'], u'time': [1429, 2380, 3372, 4643]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[5631, 112, 3]",6.0,"[None, None, None]","[u'', 10, -10, 10, 5, -5, -5, 5, -5, 10, -5, 10, 10]",659857,45.0,9474.0,-2.528293413986772e+18,mouselab-mdp,2
"[15065, 15673, 16713]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'10', u'11', u'12', u'2', u'3', u'4', u'6', u'7', u'8'], u'time': [1236, 2362, 3914, 5002, 6274, 7066, 9066, 10682, 11522, 12665, 13258, 13866]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 5]","[15060, 94, 528]",-7.0,"[None, None, None]","[u'', -5, 5, -5, -5, -10, -10, 10, -5, 10, -10, -5, 5]",678712,46.0,17712.0,8.077601249506434e+18,mouselab-mdp,2
"[11379, 12018, 12528]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5', u'6', u'7', u'8', u'10', u'2', u'3', u'4'], u'time': [1917, 2891, 3674, 4635, 5378, 6154, 7922, 9107, 9771, 10515]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, 5]","[11374, 129, 3]",-5.0,"[None, None, None]","[u'', -10, 10, -5, 5, 5, -10, -10, -10, -10, -5, -10, -10]",693408,47.0,13545.0,6.612009546738605e+18,mouselab-mdp,2
"[6472, 7112, 7691]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'10', u'11'], u'time': [1298, 2201, 3272, 5440]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[6466, 126, 70]",11.0,"[None, None, None]","[u'', -5, 10, -5, 10, 5, 5, -10, 5, 10, -5, 10, 10]",703657,48.0,9104.0,3.8024071126860584e+16,mouselab-mdp,2
"[4272, 4896, 5471]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'7'], u'time': [1482, 2336, 3233]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -10, 10]","[4265, 112, 69]",7.0,"[None, None, None]","[u'', 5, -5, -5, -10, 10, -10, 10, -10, 5, -10, 10, -10]",713328,49.0,8527.0,-5.537817334537116e+18,mouselab-mdp,2
"[33706, 34641, 35314]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[33703, 436, 171]",25.0,"[None, None, None]","[u'', 10, 5, -10, 5, -5, 5, 10, -5, 10, 5, -10, 10]",44470,0.0,44401.0,-6.457953215426968e+18,mouselab-mdp,3
"[5390, 6428, 7100]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[5388, 548, 171]",20.0,"[None, None, None]","[u'', -10, 5, -10, -5, 10, 5, 5, -10, -5, 5, 10, -10]",53998,1.0,8484.0,3.5302878717738757e+18,mouselab-mdp,3
"[2441, 3041, 3641]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[2440, 101, 100]",30.0,"[None, None, None]","[u'', -10, 10, 10, -5, -5, 10, -5, -10, 10, 10, -5, 10]",60334,2.0,5296.0,-4.1003180650031995e+18,mouselab-mdp,3
"[6370, 7409, 7993]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[6369, 536, 90]",20.0,"[None, None, None]","[u'', 5, 5, 5, 10, 5, -5, -5, -10, -5, -10, 10, -10]",72135,3.0,10761.0,5.189627300054367e+18,mouselab-mdp,3
"[2827, 3426, 4074]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 5, 10]","[2826, 103, 151]",20.0,"[None, None, None]","[u'', 5, 5, -5, 10, 5, -5, 5, 5, 5, -5, -10, -5]",79135,4.0,5963.0,7.374792400222714e+18,mouselab-mdp,3
"[7825, 8450, 9018]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[7824, 124, 78]",15.0,"[None, None, None]","[u'', 10, -10, 10, 5, -5, -5, 5, -5, 10, -5, 10, 10]",90270,5.0,10064.0,-2.528293413986772e+18,mouselab-mdp,3
"[1398, 2375, 3112]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[1398, 474, 241]",25.0,"[None, None, None]","[u'', 5, -5, -10, -5, -5, -5, 10, -5, 10, 5, 10, -5]",95310,6.0,3967.0,1.1475102415505539e+18,mouselab-mdp,3
"[3320, 3905, 4497]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -5, 5]","[3319, 82, 92]",5.0,"[None, None, None]","[u'', -10, -5, -5, 5, -10, -10, -10, -10, 5, -5, -5, 5]",101542,7.0,5200.0,-9.136662483728007e+18,mouselab-mdp,3
"[2240, 2832, 3464]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[2239, 90, 138]",30.0,"[None, None, None]","[u'', 10, 10, 10, 10, -10, -10, -10, 5, 10, 10, 5, 5]",107326,8.0,4719.0,1.1933479039128937e+18,mouselab-mdp,3
"[939, 1483, 2123]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[937, 48, 138]",30.0,"[None, None, None]","[u'', 5, -5, -5, -5, -10, 5, 5, -10, 10, 10, 10, 10]",111886,9.0,3474.0,6.349377679140465e+18,mouselab-mdp,3
"[9953, 11083, 11923]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 5, 5]","[9953, 631, 353]",0.0,"[None, None, None]","[u'', -5, 10, 10, 5, 10, 10, 10, 10, -10, 5, 5, 5]",128814,10.0,13722.0,-6.980762109714071e+18,mouselab-mdp,3
"[733, 1613, 2621]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -5]","[731, 379, 487]",0.0,"[None, None, None]","[u'', 10, -5, 5, -5, -5, -5, -5, -5, 5, -5, 10, 5]",133742,11.0,3892.0,1.3034732393768448e+18,mouselab-mdp,3
"[659, 1572, 2355]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, 10, -5]","[659, 416, 282]",10.0,"[None, None, None]","[u'', 5, -10, 10, -10, -5, 10, -10, 5, 5, 10, -5, -10]",138342,12.0,3547.0,-5.616229570178317e+18,mouselab-mdp,3
"[770, 1620, 2724]","[u'left', u'left', u'down']",train_hidden,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, -5]","[770, 356, 595]",0.0,"[None, None, None]","[u'', 10, -5, -10, -10, -10, 10, -10, -5, 10, -5, 10, -5]",143174,13.0,3803.0,9.076059563084848e+18,mouselab-mdp,3
"[334, 1167, 2079]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, 10]","[334, 340, 420]",5.0,"[None, None, None]","[u'', 5, -5, -5, -10, 10, -10, 10, -10, 5, -10, 10, -10]",147237,14.0,3029.0,-5.537817334537116e+18,mouselab-mdp,3
"[38381, 38940, 39475]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'4', u'3', u'10', u'11', u'9', u'5', u'1', u'6', u'7', u'2'], u'time': [15222, 20356, 21456, 22684, 23769, 25458, 27673, 28993, 29820, 30456, 32620]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[38380, 58, 26]",10.0,"[None, None, None]","[u'', -5, 10, 5, -5, -10, -5, 5, -5, -5, -5, 10, -5]",191583,15.0,41579.0,6.150233340115579e+18,mouselab-mdp,3
"[9396, 10331, 10965]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'10', u'8', u'7', u'5'], u'time': [4996, 5637, 6224, 7213, 7900, 8449]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[9395, 435, 135]",30.0,"[None, None, None]","[u'', -5, -10, -5, 10, 10, 10, 10, -10, -10, -10, -5, -10]",205895,16.0,13236.0,2.356810097693599e+18,mouselab-mdp,3
"[18211, 18996, 19500]","[u'left', u'left', u'up']",train_inspector,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'10', u'7', u'8', u'5', u'2', u'4', u'3', u'1', u'12', u'9', u'11'], u'time': [1797, 2521, 4920, 5600, 6179, 7224, 7816, 8256, 8808, 13492, 14679, 16844]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[18210, 287, 7]",20.0,"[None, None, None]","[u'', 10, 10, -10, -10, -10, 10, -10, -5, 10, 5, 5, -5]",227887,17.0,20955.0,1.2413699960697694e+17,mouselab-mdp,3
"[8746, 9529, 10089]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'6', u'2', u'5', u'7'], u'time': [1890, 2640, 3701, 6046, 7217]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[8745, 282, 58]",25.0,"[None, None, None]","[u'', 5, -10, 5, 10, 10, 5, 10, 10, 5, -10, -10, -10]",240311,18.0,11385.0,2.8266579347923113e+18,mouselab-mdp,3
"[18184, 19030, 19583]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'2', u'6', u'7', u'8', u'4', u'3', u'1', u'11', u'9', u'12'], u'time': [4556, 5540, 6356, 6962, 8408, 9491, 10352, 10881, 13536, 14220, 16320]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[18183, 349, 53]",10.0,"[None, None, None]","[u'', -5, 10, 5, 5, -5, 5, -5, -10, 5, -5, 5, 10]",262766,19.0,21422.0,-5.812682556850434e+18,mouselab-mdp,3
"[9297, 9994, 10753]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 5, -10]","[9296, 194, 255]",-10.0,"[None, None, None]","[u'', -5, 5, -10, -5, -5, 5, 10, -5, 10, -5, 5, -10]",278726,20.0,12649.0,8.572648276602424e+18,mouselab-mdp,3
