action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,pid
"[2550, 3314, 4069]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [1070, 1498, 1876]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 2]","[2548, 242, 232]",43.0,"[None, None, None]","[u'', -24, -8, 2, 2, -24, -8, 2, -2, 48, -4, 2, -4]",887417,46.0,8421.0,3.33569623558e+14,mouselab-mdp,0
"[2836, 3476, 4276]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [1260, 1571, 2275]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 4]","[2835, 126, 276]",45.0,"[None, None, None]","[u'', 48, -4, -4, 4, -48, 8, 4, -2, 24, 4, 2, 4]",897881,47.0,9395.0,-6.89226078903e+18,mouselab-mdp,0
"[2078, 2781, 3565]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [636, 965, 1364]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[2076, 186, 274]",51.0,"[None, None, None]","[u'', 24, 8, 4, 4, -48, -8, 2, 4, 48, 4, 4, 2]",909130,48.0,10158.0,5.99255420902e+18,mouselab-mdp,0
"[2708, 3364, 4168]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [581, 928, 1586]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, -4]","[2706, 145, 245]",49.0,"[None, None, None]","[u'', 48, 8, -4, -4, -48, 8, -4, -2, 48, 4, 2, -2]",918873,49.0,8659.0,1.11563526089e+18,mouselab-mdp,0
"[1611, 2411, 3212]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9'], u'time': [643, 964]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 2]","[1610, 255, 279]",56.0,"[None, None, None]","[u'', 48, 8, 2, 2, -48, -4, -2, -4, 24, -4, 4, 4]",928457,50.0,8507.0,3.67478526982e+18,mouselab-mdp,0
"[1954, 2753, 3552]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [441, 761, 1135]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, -2]","[1952, 280, 283]",47.0,"[None, None, None]","[u'', -48, 8, -2, -4, 48, -4, 4, 2, 48, 4, 4, -2]",940409,51.0,10864.0,4.41329592241e+18,mouselab-mdp,0
"[1942, 2822, 3654]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [625, 891, 1222]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 2]","[1940, 364, 315]",43.0,"[None, None, None]","[u'', 24, -8, 4, -4, 48, -4, 4, 2, 24, -8, -4, -4]",956633,52.0,15157.0,-1.43587821135e+18,mouselab-mdp,0
"[2202, 2986, 3706]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [550, 899, 1569]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[2201, 266, 202]",51.0,"[None, None, None]","[u'', 48, 4, 4, 2, 48, 8, -2, -4, 24, -4, -4, 2]",969915,53.0,12202.0,-2.99412465539e+18,mouselab-mdp,0
"[2382, 3166, 14207]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'1', u'9', u'5'], u'time': [519, 828, 1339, 1733]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[2381, 271, 10528]",50.0,"[None, None, None]","[u'', 24, 4, -2, 4, 24, -8, -2, 4, 48, 4, 2, 2]",987002,54.0,15998.0,-8.8753766642e+18,mouselab-mdp,0
"[13410, 14176, 14993]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 4, 4]","[13409, 252, 304]",-40.0,"[None, None, None]","[u'', -48, 4, -2, 4, -48, -8, -2, 4, -48, 8, -2, -4]",1004612,55.0,16538.0,2.04519373683e+18,mouselab-mdp,0
"[3018, 3834, 4634]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [1394, 1772, 2338]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -8, 4]","[3017, 301, 281]",17.0,"[None, None, None]","[u'', -48, -8, -4, 2, 24, -8, -4, 4, 24, -8, -2, 2]",1015227,56.0,9515.0,-4.85652442179e+18,mouselab-mdp,0
"[2181, 2981, 3733]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [461, 804, 1155]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -8, -4]","[2180, 278, 230]",9.0,"[None, None, None]","[u'', -48, 8, -4, 4, 24, -4, 4, -4, 24, -8, 2, -4]",1026634,57.0,10324.0,8.55918488371e+18,mouselab-mdp,0
"[2263, 3095, 3815]","[u'right', u'right', u'down']",test,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1'], u'time': [880, 1318, 1646]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[2262, 315, 200]",51.0,"[None, None, None]","[u'', 24, -8, -2, 4, 48, 4, -4, 2, 24, -4, -2, 2]",1036730,58.0,9015.0,2.19879112651e+18,mouselab-mdp,0
"[4816, 5583, 6302]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [2623, 3022, 3902]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -8, -2]","[4814, 258, 209]",-37.0,"[None, None, None]","[u'', -24, 4, -2, 4, -24, 8, 4, 4, -24, -8, -4, -2]",1047195,59.0,9377.0,2.30326182839e+18,mouselab-mdp,0
"[14105, 16463, 17151]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 2]","[14102, 1843, 181]",46.0,"[None, None, None]","[u'', -24, -8, 2, 2, -24, -8, 2, -2, 48, -4, 2, -4]",19792,0.0,19687.0,3.33569623558e+14,mouselab-mdp,1
"[11606, 12277, 12981]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, 2]","[11605, 162, 201]",-14.0,"[None, None, None]","[u'', -48, -8, 4, -4, -24, -8, 4, 2, -24, 8, 2, -2]",37735,1.0,16877.0,4.65301638885e+18,mouselab-mdp,1
"[3039, 4439, 5047]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 4]","[3038, 911, 102]",48.0,"[None, None, None]","[u'', 24, -8, 4, -4, 48, -4, 4, 2, 24, -8, -4, -4]",45599,2.0,6806.0,-1.43587821135e+18,mouselab-mdp,1
"[3449, 4017, 4593]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 4]","[3448, 48, 75]",60.0,"[None, None, None]","[u'', 48, 8, 4, 4, -48, -8, -4, 2, 48, 8, 2, 2]",52848,3.0,6178.0,-3.73598771706e+17,mouselab-mdp,1
"[3311, 3943, 4542]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, 4, 4]","[3311, 127, 93]",32.0,"[None, None, None]","[u'', -24, 8, 2, 4, -24, -8, 4, 4, 24, 4, 2, 4]",59624,4.0,5703.0,-6.71163609944e+18,mouselab-mdp,1
"[14144, 14728, 15360]","[u'up', u'up', u'right']",train_basic2,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, 8, -4]","[14143, 78, 125]",28.0,"[None, None, None]","[u'', 24, 8, -4, -4, -48, 8, 2, 2, -24, 8, -2, 4]",79687,5.0,16567.0,6.82029765092e+18,mouselab-mdp,1
"[1537, 2088, 2697]","[u'right', u'right', u'up']",train_basic2,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 4]","[1536, 44, 87]",60.0,"[None, None, None]","[u'', -24, -8, -2, 4, 48, 8, 4, -4, -48, -8, -2, -4]",84183,6.0,3440.0,7.15258299075e+18,mouselab-mdp,1
"[4666, 5217, 5777]","[u'left', u'left', u'down']",train_basic2,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -8, 4]","[4665, 43, 55]",-28.0,"[None, None, None]","[u'', -48, -4, 4, -2, -48, 4, -4, 4, -24, -8, 2, 4]",92151,7.0,6905.0,2.63443329641e+18,mouselab-mdp,1
"[3233, 3856, 4609]","[u'up', u'up', u'right']",train_basic2,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, 4]","[3232, 110, 262]",-16.0,"[None, None, None]","[u'', -24, 4, 4, -4, 48, -8, 4, 2, -24, -8, 2, 4]",98768,8.0,5545.0,-3.44355803009e+18,mouselab-mdp,1
"[1080, 1663, 2215]","[u'right', u'right', u'down']",train_basic2,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 2]","[1079, 85, 54]",58.0,"[None, None, None]","[u'', -24, 4, 2, 2, 48, 8, -4, 2, -24, 8, -4, -2]",103448,9.0,3624.0,-4.80438429618e+18,mouselab-mdp,1
"[9928, 11112, 12391]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 2]","[9926, 669, 766]",58.0,"[None, None, None]","[u'', 48, 8, -2, 2, 48, -4, -2, 2, -48, 4, -2, 4]",120215,10.0,13839.0,-5.53441172203e+18,mouselab-mdp,1
"[463, 1319, 2070]","[u'left', u'left', u'up']",train_hidden,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 4]","[462, 348, 234]",56.0,"[None, None, None]","[u'', 24, -4, -4, -2, -24, -4, 4, -2, 48, 4, 4, -2]",124680,11.0,3415.0,-7.34178568824e+18,mouselab-mdp,1
"[468, 1364, 2116]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, -4]","[466, 387, 239]",40.0,"[None, None, None]","[u'', 48, 4, 4, -2, 48, -4, -4, 4, 24, -8, 4, 2]",128832,12.0,3108.0,-7.36150894527e+18,mouselab-mdp,1
"[820, 1580, 2452]","[u'right', u'right', u'down']",train_hidden,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -4, -2]","[819, 254, 360]",-30.0,"[None, None, None]","[u'', -24, -4, 4, 2, -24, -4, -4, -2, -48, -4, 2, 4]",133287,13.0,3411.0,5.55489966612e+18,mouselab-mdp,1
"[323, 938, 1546]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, 2]","[321, 128, 120]",-18.0,"[None, None, None]","[u'', -24, 4, 2, 2, -48, 8, 4, 2, -48, 8, -4, -2]",136887,14.0,2546.0,-1.10181998133e+17,mouselab-mdp,1
"[15536, 16176, 17264]","[u'left', u'left', u'up']",train_inspector,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9'], u'time': [10732, 12194, 12889]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -8, 4]","[15535, 139, 593]",44.0,"[None, None, None]","[u'', 24, 4, -4, 2, -48, 8, 2, -4, 48, -8, 4, 2]",159016,15.0,19136.0,6.63672823162e+18,mouselab-mdp,1
"[8401, 9488, 10176]","[u'up', u'up', u'right']",train_inspector,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'11', u'12', u'2'], u'time': [899, 1970, 2586, 4282, 5314, 6387]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 4]","[8400, 576, 181]",56.0,"[None, None, None]","[u'', 48, 4, 4, 2, 48, -4, 2, -4, -24, -8, -2, -4]",175768,16.0,15697.0,-6.7376156814e+18,mouselab-mdp,1
"[5212, 6156, 6819]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [2055, 2799, 3334]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, -2]","[5211, 435, 166]",-22.0,"[None, None, None]","[u'', -24, 4, -4, -2, -48, -8, -4, -2, -24, 4, -2, 2]",185416,17.0,8603.0,-3.25822367877e+18,mouselab-mdp,1
"[3418, 4025, 4674]","[u'right', u'right', u'down']",train_inspector,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9'], u'time': [1188, 1627, 2323]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, -2]","[3417, 112, 129]",54.0,"[None, None, None]","[u'', -48, -4, -2, 4, 48, 8, 2, -2, -24, 8, 2, 4]",192592,18.0,6122.0,-1.36932485089e+17,mouselab-mdp,1
"[4625, 5217, 5872]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [1538, 2587, 3426]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 4]","[4624, 75, 146]",60.0,"[None, None, None]","[u'', 48, 8, 2, 4, -48, 8, -4, -4, -24, -8, 2, -4]",201088,19.0,7448.0,8.29494155133e+18,mouselab-mdp,1
"[12464, 13184, 14248]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [10378]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, -2]","[12462, 232, 544]",41.0,"[None, None, None]","[u'', 48, -4, -4, -4, -48, 8, -4, -2, 48, -4, 4, -2]",219999,20.0,16071.0,3.2746533964e+18,mouselab-mdp,1
"[2567, 3144, 3800]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1'], u'time': [961]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, -4]","[2565, 62, 151]",47.0,"[None, None, None]","[u'', 48, 4, -4, 2, -24, 4, 4, -2, 48, 4, -4, 4]",227159,21.0,6095.0,-7.72949551535e+18,mouselab-mdp,1
"[2311, 2894, 3486]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5'], u'time': [713]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 2]","[2310, 74, 83]",45.0,"[None, None, None]","[u'', -48, -4, -2, 4, 48, -4, 2, -4, 24, -4, 4, 2]",233688,22.0,5479.0,-6.24065504107e+18,mouselab-mdp,1
"[5223, 5783, 6440]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9'], u'time': [2842, 3505]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -8, 2]","[5222, 57, 163]",40.0,"[None, None, None]","[u'', -24, 4, -2, -2, -48, -8, 4, -2, 48, -8, -2, 2]",243623,23.0,8871.0,-4.64203023396e+18,mouselab-mdp,1
"[3822, 4390, 4998]","[u'left', u'left', u'up']",train_inspect_cost,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [2217]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 4]","[3820, 51, 93]",55.0,"[None, None, None]","[u'', 24, 8, 4, 4, -48, -8, 2, 4, 48, 4, 4, 2]",251255,24.0,6582.0,5.99255420902e+18,mouselab-mdp,1
"[15577, 16129, 16737]","[u'left', u'left', u'up']",train_final,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [13843]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[15576, 64, 105]",53.0,"[None, None, None]","[u'', 48, 8, -4, -4, -48, 8, -4, -2, 48, 4, 2, -2]",273711,25.0,19049.0,1.11563526089e+18,mouselab-mdp,1
"[3681, 4290, 4881]","[u'right', u'right', u'up']",train_final,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5'], u'time': [778, 2655]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -8, 4]","[3680, 104, 96]",42.0,"[None, None, None]","[u'', -24, -4, 4, -2, 48, -8, 4, -4, 24, -8, 2, -4]",281223,26.0,6465.0,-5.60817790703e+18,mouselab-mdp,1
"[3124, 3772, 4652]","[u'left', u'left', u'down']",train_final,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [583, 1327, 1976]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -8, 2]","[3123, 137, 383]",15.0,"[None, None, None]","[u'', -24, -8, -4, 2, -48, -4, -2, -4, 24, -8, 2, 2]",288991,27.0,6716.0,4.39571797799e+18,mouselab-mdp,1
"[3123, 4050, 4866]","[u'up', u'up', u'right']",train_final,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1'], u'time': [1725]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, -4]","[3123, 436, 301]",39.0,"[None, None, None]","[u'', 48, -4, -4, -2, 24, 4, 4, -4, -48, 4, 4, -4]",296591,28.0,6546.0,6.76429021649e+18,mouselab-mdp,1
"[2253, 2804, 3444]","[u'left', u'left', u'down']",train_final,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [1118]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, -4]","[2252, 64, 136]",39.0,"[None, None, None]","[u'', -24, 4, -4, -2, -24, 4, 4, -2, 48, -4, 2, -4]",303456,29.0,5820.0,-7.521123155e+18,mouselab-mdp,1
"[5262, 6109, 7590]","[u'up', u'up', u'right']",test,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1'], u'time': [2775]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 2]","[5260, 337, 968]",57.0,"[None, None, None]","[u'', 48, 8, 2, 2, -48, -4, -2, -4, 24, -4, 4, 4]",367687,30.0,10453.0,3.67478526982e+18,mouselab-mdp,1
