action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,pid
"[323, 1027, 1699]","[u'up', u'up', u'left']",train_hidden,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, 4, 4]","[321, 153, 156]",32.0,"[None, None, None]","[u'', 24, 4, 2, 4, 24, -4, -2, -4, -24, -8, 4, -4]",132314,12.0,2627.0,-3.159164286e+18,mouselab-mdp,0
"[591, 1294, 2126]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, 4, -4]","[590, 185, 317]",24.0,"[None, None, None]","[u'', 24, -4, -4, 2, 24, 4, -4, 4, -48, 4, 4, -4]",136346,13.0,2958.0,6.60774480473e+18,mouselab-mdp,0
"[302, 958, 1630]","[u'up', u'up', u'right']",train_hidden,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, 2]","[301, 116, 153]",-14.0,"[None, None, None]","[u'', -24, 8, 2, 4, 24, -4, 4, -4, 24, 8, 2, -4]",139866,14.0,2461.0,9.05488131509e+18,mouselab-mdp,0
"[1123, 1875, 2594]","[u'right', u'right', u'up']",train_inspector,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 8, -4]","[1121, 232, 199]",-44.0,"[None, None, None]","[u'', 48, 8, 2, 4, -48, 8, -4, -4, -24, -8, 2, -4]",146170,15.0,3634.0,8.29494155133e+18,mouselab-mdp,0
"[427, 1179, 1963]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[426, 228, 264]",54.0,"[None, None, None]","[u'', 48, 4, 4, 2, 48, -4, 2, -4, -24, -8, -2, -4]",150361,16.0,3114.0,-6.7376156814e+18,mouselab-mdp,0
"[409, 1208, 2040]","[u'up', u'up', u'left']",train_inspector,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 8, 2]","[407, 288, 321]",-38.0,"[None, None, None]","[u'', -48, 8, -4, 2, -24, 4, -4, -4, 48, 8, -2, 2]",154748,17.0,3322.0,-2.3218118651e+18,mouselab-mdp,0
"[514, 1346, 2130]","[u'left', u'left', u'up']",train_inspector,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -8, 4]","[513, 315, 264]",44.0,"[None, None, None]","[u'', 24, 4, -4, 2, -48, 8, 2, -4, 48, -8, 4, 2]",159066,18.0,3217.0,6.63672823162e+18,mouselab-mdp,0
"[674, 1553, 2321]","[u'left', u'left', u'down']",train_inspector,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, -2]","[672, 361, 245]",-18.0,"[None, None, None]","[u'', -24, 8, -2, 4, 24, -4, 4, 2, -24, 8, -2, -2]",163690,19.0,3553.0,5.22633281768e+18,mouselab-mdp,0
"[13123, 13970, 15154]","[u'up', u'up', u'right']",train_inspect_cost,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [11007, 11731, 12314]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 2]","[13121, 328, 626]",55.0,"[None, None, None]","[u'', 48, 8, 2, 4, -48, -8, -2, -2, 48, -4, 2, 4]",182825,20.0,16290.0,5.21456941459e+18,mouselab-mdp,0
"[48018, 49170, 49890]","[u'left', u'left', u'up']",train_inspect_cost,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9'], u'time': [46517]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -8, -4]","[48017, 639, 210]",11.0,"[None, None, None]","[u'', 24, -8, 2, 4, 48, 4, 4, 4, 24, -8, -4, -4]",235530,21.0,51635.0,1.49590081745e+18,mouselab-mdp,0
"[439, 1238, 1942]","[u'left', u'left', u'down']",train_inspect_cost,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -4, -4]","[437, 289, 192]",-32.0,"[None, None, None]","[u'', -24, -8, 2, 2, 24, -4, 2, -4, -24, -4, -2, -4]",239738,22.0,3094.0,8.41111812433e+18,mouselab-mdp,0
"[383, 1213, 1901]","[u'right', u'right', u'up']",train_inspect_cost,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 8, 4]","[381, 315, 119]",-36.0,"[None, None, None]","[u'', -24, 4, 2, 2, -48, 8, 4, 2, -48, 8, -4, -2]",253338,23.0,12492.0,-1.10181998133e+17,mouselab-mdp,0
"[448, 1472, 2208]","[u'left', u'left', u'up']",train_inspect_cost,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 4, -4]","[447, 502, 225]",-48.0,"[None, None, None]","[u'', 24, -4, -4, 4, -48, -8, -2, -2, -48, 4, -4, 2]",257722,24.0,3280.0,-8.04759660738e+18,mouselab-mdp,0
"[2268, 3116, 3979]","[u'up', u'up', u'right']",train_final,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, -8, 4]","[2266, 333, 347]",-52.0,"[None, None, None]","[u'', -48, -8, 4, -4, -24, -8, 4, 2, -24, 8, 2, -2]",269274,25.0,8731.0,4.65301638885e+18,mouselab-mdp,0
"[338, 962, 1618]","[u'up', u'up', u'left']",train_final,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, -4]","[337, 114, 135]",-20.0,"[None, None, None]","[u'', -24, 8, 2, -4, -48, 4, -4, -4, -48, 8, 2, 4]",272842,26.0,2482.0,4.35752670399e+18,mouselab-mdp,0
"[1138, 1922, 2530]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, -8, 4]","[1137, 273, 100]",-52.0,"[None, None, None]","[u'', 24, 4, 2, 2, -48, -8, 2, 4, -48, -4, -2, -2]",277579,27.0,3634.0,-6.85617472885e+18,mouselab-mdp,0
"[4914, 5698, 6275]","[u'left', u'left', u'up']",train_final,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, -2]","[4913, 209, 64]",-22.0,"[None, None, None]","[u'', -48, -8, -4, -4, -24, -8, -4, 4, -24, 4, -2, -2]",285802,28.0,7138.0,-7.42098709122e+18,mouselab-mdp,0
"[457, 1177, 2201]","[u'right', u'right', u'down']",train_final,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -4, -2]","[456, 199, 493]",-30.0,"[None, None, None]","[u'', -24, -4, 4, 2, -24, -4, -4, -2, -48, -4, 2, 4]",289882,29.0,3001.0,5.55489966612e+18,mouselab-mdp,0
"[160248, 162903, 163991]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [157008, 157984, 159422]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 8, 4]","[160247, 2133, 570]",57.0,"[None, None, None]","[u'', -24, -4, 4, -4, 48, 8, 4, 2, 24, -4, -4, -2]",499305,30.0,165494.0,6.04491226741e+18,mouselab-mdp,0
"[3557, 4373, 5173]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [1060, 1737, 2331]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, 2]","[3556, 299, 281]",43.0,"[None, None, None]","[u'', -48, -4, -2, 4, 48, -4, 2, -4, 24, -4, 4, 2]",509833,31.0,9460.0,-6.24065504107e+18,mouselab-mdp,0
"[5374, 6078, 6734]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [3414, 3956, 4381]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, -2]","[5373, 189, 143]",-25.0,"[None, None, None]","[u'', -24, 4, -4, -2, -48, -8, -4, -2, -24, 4, -2, 2]",520073,32.0,9182.0,-3.25822367877e+18,mouselab-mdp,0
"[403, 1122, 1811]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -8, 4]","[401, 174, 171]",20.0,"[None, None, None]","[u'', -48, -4, -2, 2, -24, 4, 2, 2, 24, -8, 4, 4]",529657,33.0,8514.0,7.88730290572e+16,mouselab-mdp,0
"[410, 1417, 2313]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -4, 4]","[408, 488, 384]",-24.0,"[None, None, None]","[u'', 24, -4, -4, -2, -24, -4, 4, -2, 48, 4, 4, -2]",546667,34.0,15931.0,-7.34178568824e+18,mouselab-mdp,0
"[331, 1178, 1850]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, -4, 2]","[330, 323, 148]",-50.0,"[None, None, None]","[u'', -48, -4, -4, 2, 48, 4, 4, -2, 48, -4, 4, 2]",583804,35.0,36060.0,-4.54306465704e+18,mouselab-mdp,0
"[970, 1786, 2474]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, 4, 2]","[969, 304, 175]",30.0,"[None, None, None]","[u'', 24, 4, -2, 2, 48, -8, -4, 4, 24, 4, -4, -2]",625145,36.0,40265.0,2.35120156539e+18,mouselab-mdp,0
"[2788, 3524, 4228]","[u'left', u'left', u'down']",test,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [797, 1291, 2003]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, 4]","[2787, 210, 181]",-15.0,"[None, None, None]","[u'', -48, 8, 4, -4, -48, -4, -4, 4, -24, 8, 2, 4]",645931,37.0,19733.0,-3.55749592705e+17,mouselab-mdp,0
"[597, 1157, 1684]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[24, -4, -4]","[596, 44, 5]",16.0,"[None, None, None]","[u'', 24, -4, 4, -4, 24, -8, 2, -2, -48, -8, 2, -2]",671548,38.0,24551.0,-2.89069660345e+18,mouselab-mdp,0
"[561, 1265, 1857]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, -8, 2]","[560, 188, 80]",-30.0,"[None, None, None]","[u'', -24, -8, 4, 2, 48, 4, 4, 2, 24, -8, -2, -4]",714091,39.0,41473.0,-3.48069097212e+18,mouselab-mdp,0
"[375, 951, 1543]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-48, 4, 4]","[374, 63, 72]",-40.0,"[None, None, None]","[u'', -48, 4, 4, 4, -48, -4, 2, 4, -48, -8, -4, -2]",729418,40.0,14262.0,3.5903513614e+18,mouselab-mdp,0
"[1145, 1816, 2424]","[u'left', u'left', u'up']",test,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 4, -2]","[1144, 156, 97]",-22.0,"[None, None, None]","[u'', -24, 8, -2, 4, 24, 4, -4, 4, -24, 4, -2, -4]",738841,41.0,8343.0,-3.44044703415e+18,mouselab-mdp,0
"[1136, 1743, 2383]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-24, 8, 4]","[1135, 88, 126]",-12.0,"[None, None, None]","[u'', -24, 8, 2, 4, -24, -8, 4, 4, 24, 4, 2, 4]",764889,42.0,24975.0,-6.71163609944e+18,mouselab-mdp,0
"[624, 1312, 1984]","[u'right', u'right', u'up']",test,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, 4, 2]","[623, 120, 158]",54.0,"[None, None, None]","[u'', -48, -8, -4, -4, 48, 4, 2, 4, -48, -4, 2, 4]",844297,43.0,78335.0,-4.49278938292e+18,mouselab-mdp,0
"[571, 1402, 2090]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -8, -2]","[569, 308, 162]",38.0,"[None, None, None]","[u'', 48, -8, -2, -2, -48, 8, -2, 2, -24, -8, -4, -4]",866873,44.0,21498.0,-7.46101378534e+18,mouselab-mdp,0
"[2983, 3591, 4262]","[u'up', u'up', u'left']",test,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5'], u'time': [1414, 1925, 2276]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[48, -4, -2]","[2982, 93, 147]",39.0,"[None, None, None]","[u'', 48, -4, 2, -2, -24, -4, -2, -2, 24, -4, 4, 2]",877916,45.0,9960.0,-3.0058176152e+18,mouselab-mdp,0
