rt,time_elapsed,trial_type,view_history,pid
206533,239310,instructions,"[{""page_index"":0,""viewing_time"":58213},{""page_index"":1,""viewing_time"":48974},{""page_index"":2,""viewing_time"":60785},{""page_index"":3,""viewing_time"":38560}]",0
