action_times,actions,block,button_pressed,correct,key_press,path,queries,questions,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
"[674, 1257, 1785]","[u'right', u'right', u'up']",train_basic,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[672, 78, 20]",25.0,"[None, None, None]",,138808,4.0,-6.552867048006103e+18,mouselab-mdp,4
"[824, 1360, 1936]","[u'right', u'right', u'down']",train_basic,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 5]","[823, 27, 69]",20.0,"[None, None, None]",,142662,5.0,-3.810609463936167e+18,mouselab-mdp,4
"[1206, 1798, 2366]","[u'left', u'left', u'down']",train_basic,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 10]","[1205, 83, 65]",25.0,"[None, None, None]",,147630,6.0,8.845312654804484e+18,mouselab-mdp,4
"[3028, 3634, 4417]","[u'up', u'up', u'right']",train_basic,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, 10]","[3027, 103, 273]",5.0,"[None, None, None]",,154446,7.0,-8.965170723769651e+18,mouselab-mdp,4
"[2350, 3062, 3854]","[u'right', u'right', u'down']",train_basic,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 5]","[2348, 212, 283]",20.0,"[None, None, None]",,160462,8.0,7.211868466475451e+18,mouselab-mdp,4
"[3186, 4240, 5144]","[u'up', u'up', u'left']",train_basic,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 5]","[3185, 543, 392]",20.0,"[None, None, None]",,167575,9.0,1.660935089319862e+18,mouselab-mdp,4
"[3454, 4112, 5094]","[u'up', u'up', u'right']",train_hidden,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, -5, -10]","[3452, 148, 474]",-20.0,"[None, None, None]",,177342,10.0,3.079720304695456e+18,mouselab-mdp,4
"[614, 1422, 2574]","[u'left', u'left', u'up']",train_hidden,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, -5]","[611, 299, 650]",-10.0,"[None, None, None]",,182134,11.0,2.9612134047696353e+18,mouselab-mdp,4
"[401, 969, 1795]","[u'right', u'right', u'down']",train_hidden,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[399, 58, 324]",25.0,"[None, None, None]",,186398,12.0,7.868762594467914e+18,mouselab-mdp,4
"[418, 1402, 1970]","[u'up', u'up', u'left']",train_hidden,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, -5, -10]","[417, 482, 63]",-25.0,"[None, None, None]",,190503,13.0,4.842692465290208e+18,mouselab-mdp,4
"[311, 919, 1479]","[u'right', u'right', u'down']",train_hidden,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, -10, 10]","[309, 102, 61]",-5.0,"[None, None, None]",,194174,14.0,-7.125102216625555e+18,mouselab-mdp,4
"[23375, 24087, 24730]","[u'left', u'left', u'up']",train_inspector,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'3', u'2', u'4', u'11', u'10', u'12', u'6', u'8', u'7'], u'time': [15638, 16368, 16891, 17396, 17814, 18134, 18686, 19028, 19378, 20099, 20371, 21124]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 10]","[23374, 201, 136]",5.0,"[None, None, None]",,223583,15.0,-5.833452680797874e+18,mouselab-mdp,4
"[12745, 13329, 13873]","[u'left', u'left', u'up']",train_inspector,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'2', u'10', u'6', u'8', u'7', u'3', u'4', u'11', u'12'], u'time': [1839, 2606, 3146, 5884, 6787, 7211, 7636, 8164, 9046, 9493, 10031]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, 10]","[12744, 73, 41]",15.0,"[None, None, None]",,240103,16.0,6.142163930824438e+17,mouselab-mdp,4
"[9163, 9763, 10299]","[u'right', u'right', u'down']",train_inspector,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'10', u'6', u'2'], u'time': [3595, 4098, 4562, 5218, 5866, 7364]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, -10]","[9162, 90, 24]",-15.0,"[None, None, None]",,252822,17.0,7.839838664789078e+18,mouselab-mdp,4
"[2763, 3403, 3979]","[u'up', u'up', u'right']",train_inspector,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9'], u'time': [946, 1346]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, -10]","[2762, 137, 73]",-10.0,"[None, None, None]",,258855,18.0,2.102736855806764e+18,mouselab-mdp,4
"[545, 1289, 4425]","[u'right', u'right', u'up']",train_inspector,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, -10, 5]","[544, 244, 2633]",-10.0,"[None, None, None]",,265177,19.0,7.03335331080147e+17,mouselab-mdp,4
"[17329, 17840, 18440]","[u'right', u'right', u'down']",train_inspect_cost,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'6', u'8'], u'time': [12532, 13570, 14249, 15567, 16098]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[17327, 4, 83]",25.0,"[None, None, None]",,288446,20.0,4.0767595266326287e+18,mouselab-mdp,4
"[14316, 14825, 15466]","[u'left', u'left', u'up']",train_inspect_cost,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1', u'6', u'2', u'10', u'12', u'8', u'7', u'3', u'4', u'11'], u'time': [2849, 4064, 4684, 5319, 6448, 8330, 9108, 9742, 10250, 10958, 11502, 12034]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 10]","[14315, 4, 123]",-7.0,"[None, None, None]",,306534,21.0,3.6695183518116547e+18,mouselab-mdp,4
"[5119, 5686, 6689]","[u'right', u'right', u'down']",train_inspect_cost,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [2270, 2826, 3294]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 5]","[5117, 59, 501]",7.0,"[None, None, None]",,316222,22.0,-7.325569627557755e+18,mouselab-mdp,4
"[4095, 4687, 5734]","[u'left', u'left', u'up']",train_inspect_cost,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [1290, 1765, 2250]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[4093, 84, 546]",22.0,"[None, None, None]",,324865,23.0,-1.5846922163129664e+18,mouselab-mdp,4
"[6515, 7123, 8523]","[u'right', u'right', u'down']",train_inspect_cost,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [2383, 3941, 4756]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 10]","[6514, 100, 899]",7.0,"[None, None, None]",,336177,24.0,9.041022091974375e+18,mouselab-mdp,4
"[25208, 25840, 26505]","[u'right', u'right', u'down']",train_final,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [23060, 23508, 23938]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, -10]","[25207, 123, 159]",7.0,"[None, None, None]",,367398,25.0,-5.630369455004455e+18,mouselab-mdp,4
"[3764, 4379, 5155]","[u'up', u'up', u'right']",train_final,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'1'], u'time': [2307, 2665, 3082]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 5, -10]","[3758, 116, 266]",-3.0,"[None, None, None]",,374782,26.0,2.702860947760116e+18,mouselab-mdp,4
"[6569, 7094, 8030]","[u'left', u'left', u'down']",train_final,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'5', u'6', u'10', u'1'], u'time': [2208, 2843, 3403, 4127, 4974]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 10]","[6568, 23, 425]",10.0,"[None, None, None]",,385215,27.0,5.309248044539889e+18,mouselab-mdp,4
"[4426, 4962, 5722]","[u'up', u'up', u'right']",train_final,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9'], u'time': [2393, 2872, 3352]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[4426, 33, 259]",22.0,"[None, None, None]",,393321,28.0,2.0031782822548767e+18,mouselab-mdp,4
"[4302, 5038, 5990]","[u'up', u'up', u'left']",train_final,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [1293, 1903, 3210]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, -10, 10]","[4301, 234, 451]",-8.0,"[None, None, None]",,402343,29.0,-3.5260456632436096e+17,mouselab-mdp,4
"[4508, 5292, 6236]","[u'up', u'up', u'right']",test,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [2116, 2818, 3445]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[4507, 282, 436]",27.0,"[None, None, None]",,450033,30.0,-5.799413076952947e+18,mouselab-mdp,4
"[6997, 7677, 8677]","[u'up', u'up', u'left']",test,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'1', u'5'], u'time': [4173, 5500, 6056]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[6996, 179, 498]",27.0,"[None, None, None]",,460905,31.0,6.300325444535346e+18,mouselab-mdp,4
"[5143, 5807, 10098]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9'], u'time': [2808, 3450, 3963]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, -10]","[5141, 156, 3791]",-13.0,"[None, None, None]",,473431,32.0,4.49272063618337e+18,mouselab-mdp,4
"[6084, 6804, 7886]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'1', u'9', u'10'], u'time': [1319, 1870, 2330, 4116]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, 5]","[6083, 210, 584]",1.0,"[None, None, None]",,483895,33.0,-3.8790525829275725e+17,mouselab-mdp,4
"[3706, 4330, 4914]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [1272, 1877, 2335]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, 5]","[3705, 119, 75]",-3.0,"[None, None, None]",,491551,34.0,-5.559450979544907e+18,mouselab-mdp,4
"[449, 1270, 2206]","[u'up', u'up', u'left']",test,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, 5]","[448, 313, 435]",5.0,"[None, None, None]",,496207,35.0,-5.0462050224693914e+17,mouselab-mdp,4
"[386, 1161, 1993]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, -10]","[383, 266, 324]",5.0,"[None, None, None]",,500359,36.0,-2.406626739250812e+18,mouselab-mdp,4
"[404, 1020, 1655]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, -10]","[403, 111, 131]",5.0,"[None, None, None]",,504030,37.0,4.126289696711771e+18,mouselab-mdp,4
"[394, 978, 1818]","[u'up', u'up', u'left']",test,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, -5]","[393, 79, 333]",-10.0,"[None, None, None]",,507903,38.0,-8.604426228927178e+18,mouselab-mdp,4
"[216, 728, 1264]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, 5]","[215, 12, 14]",0.0,"[None, None, None]",,511184,39.0,-4.854145221764645e+18,mouselab-mdp,4
"[301, 888, 1949]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, -5]","[300, 77, 552]",0.0,"[None, None, None]",,515143,40.0,-8.430627562648791e+18,mouselab-mdp,4
"[2342, 2998, 3646]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11'], u'time': [903]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 10]","[2341, 154, 149]",24.0,"[None, None, None]",,521335,41.0,-9.103368144950199e+18,mouselab-mdp,4
"[2757, 3413, 4029]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8'], u'time': [793, 1704]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[2756, 155, 117]",28.0,"[None, None, None]",,528207,42.0,-3.650836633176822e+16,mouselab-mdp,4
"[7691, 8283, 8852]","[u'up', u'up', u'left']",test,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'8', u'7', u'11', u'4', u'3'], u'time': [2726, 3412, 4106, 4788, 5839, 6531]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, 10]","[7690, 88, 67]",-1.0,"[None, None, None]",,539639,43.0,-8.485306912601427e+16,mouselab-mdp,4
"[3536, 4101, 4981]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'12'], u'time': [877, 1532, 2366]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, -10, 10]","[3534, 67, 372]",-8.0,"[None, None, None]",,546735,44.0,-3.214860887015687e+18,mouselab-mdp,4
"[3012, 4956, 6044]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'12'], u'time': [483, 1884]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, 10]","[3011, 1432, 586]",13.0,"[None, None, None]",,555081,45.0,-7.477953334368281e+18,mouselab-mdp,4
"[4242, 4890, 5594]","[u'up', u'up', u'right']",test,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1'], u'time': [1530, 2276, 3348]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, -10]","[4241, 144, 194]",-18.0,"[None, None, None]",,562783,46.0,-3.3393520083480607e+18,mouselab-mdp,4
"[1703, 2268, 3084]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8'], u'time': [702]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 10]","[1701, 63, 320]",9.0,"[None, None, None]",,567935,47.0,-1.4141965748565614e+17,mouselab-mdp,4
"[3051, 3723, 4611]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12'], u'time': [1555]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, 10]","[3050, 170, 379]",14.0,"[None, None, None]",,574703,48.0,-1.7794280299741353e+18,mouselab-mdp,4
"[6331, 7123, 8267]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'12', u'11'], u'time': [1700, 4296, 5243]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 10]","[6330, 289, 645]",12.0,"[None, None, None]",,585199,49.0,-3.06599297092415e+18,mouselab-mdp,4
"[12460, 13229, 13963]","[u'right', u'right', u'down']",train_basic,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 10]","[12456, 260, 227]",25.0,"[None, None, None]",,16403,0.0,1.532043097573411e+18,mouselab-mdp,5
"[2163, 2707, 3987]","[u'up', u'up', u'left']",train_basic,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 5, 10]","[2162, 20, 769]",20.0,"[None, None, None]",,22626,1.0,-8.208271881207171e+18,mouselab-mdp,5
"[12344, 15589, 16437]","[u'up', u'up', u'right']",train_basic,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, 10]","[12342, 2725, 343]",10.0,"[None, None, None]",,41313,2.0,-5.0462050224693914e+17,mouselab-mdp,5
"[4641, 5216, 5872]","[u'right', u'right', u'down']",train_basic,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 5]","[4638, 64, 137]",20.0,"[None, None, None]",,49824,3.0,7.211868466475451e+18,mouselab-mdp,5
