action_times,actions,block,button_pressed,correct,key_press,path,queries,questions,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_id,trial_type,pid
"[398, 1084, 1751]","[u'up', u'up', u'right']",test,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, -5, 5]","[391, 126, 97]",-10.0,"[None, None, None]",,379935,45.0,-8.430627562648791e+18,mouselab-mdp,1
"[247, 1016, 1742]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 10]","[238, 185, 176]",10.0,"[None, None, None]",,384068,46.0,1.532043097573411e+18,mouselab-mdp,1
"[347, 1194, 2089]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, -10]","[340, 255, 337]",-10.0,"[None, None, None]",,388378,47.0,2.702860947760116e+18,mouselab-mdp,1
"[254, 911, 1540]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, -5]","[243, 109, 88]",0.0,"[None, None, None]",,391977,48.0,-8.661724116053019e+18,mouselab-mdp,1
"[303, 983, 1672]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, -5]","[293, 132, 146]",-5.0,"[None, None, None]",,395792,49.0,-5.559450979544907e+18,mouselab-mdp,1
"[23407, 24292, 25132]","[u'up', u'up', u'left']",train_basic,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[23403, 377, 342]",25.0,"[None, None, None]",,26783,0.0,4.621247487711653e+18,mouselab-mdp,2
"[9696, 10357, 11038]","[u'left', u'left', u'up']",train_basic,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 10]","[9695, 159, 179]",25.0,"[None, None, None]",,40054,1.0,-6.909700207174625e+18,mouselab-mdp,2
"[5949, 6629, 7229]","[u'up', u'up', u'right']",train_basic,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, 10]","[5948, 178, 96]",10.0,"[None, None, None]",,49462,2.0,-5.0462050224693914e+17,mouselab-mdp,2
"[2395, 3044, 3764]","[u'left', u'left', u'up']",train_basic,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[2393, 146, 219]",25.0,"[None, None, None]",,55454,3.0,8.829151516447664e+18,mouselab-mdp,2
"[2709, 3268, 3989]","[u'up', u'up', u'right']",train_basic,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[2708, 53, 218]",30.0,"[None, None, None]",,61494,4.0,7.553211965372142e+18,mouselab-mdp,2
"[4113, 5487, 6233]","[u'left', u'left', u'up']",train_basic,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, -5]","[4111, 869, 242]",10.0,"[None, None, None]",,69751,5.0,-7.125102216625555e+18,mouselab-mdp,2
"[4712, 5350, 5984]","[u'right', u'right', u'down']",train_basic,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 10]","[4711, 136, 129]",5.0,"[None, None, None]",,77774,6.0,7.434111409514572e+18,mouselab-mdp,2
"[6230, 6821, 7452]","[u'right', u'right', u'up']",train_basic,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 10]","[6228, 85, 128]",15.0,"[None, None, None]",,87196,7.0,-3.506160317620679e+18,mouselab-mdp,2
"[8291, 8826, 9430]","[u'right', u'right', u'up']",train_basic,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, -10, 10]","[8289, 34, 102]",5.0,"[None, None, None]",,99950,8.0,3.6370751421926886e+18,mouselab-mdp,2
"[3924, 4556, 5347]","[u'up', u'up', u'right']",train_basic,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 10]","[3922, 123, 288]",10.0,"[None, None, None]",,107852,9.0,-3.06599297092415e+18,mouselab-mdp,2
"[8067, 8730, 9849]","[u'up', u'up', u'right']",train_hidden,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 10]","[8065, 156, 621]",15.0,"[None, None, None]",,123006,10.0,7.91556335598923e+18,mouselab-mdp,2
"[2226, 2851, 3602]","[u'left', u'left', u'up']",train_hidden,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, -10, -5]","[2226, 119, 250]",-25.0,"[None, None, None]",,128918,11.0,4.79729195570316e+18,mouselab-mdp,2
"[435, 1091, 1755]","[u'up', u'up', u'left']",train_hidden,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, -5, -5]","[434, 154, 165]",-20.0,"[None, None, None]",,132840,12.0,-6.552867048006103e+18,mouselab-mdp,2
"[1464, 2840, 4056]","[u'right', u'right', u'down']",train_hidden,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 10]","[1463, 872, 712]",10.0,"[None, None, None]",,139238,13.0,5.015924348765825e+18,mouselab-mdp,2
"[2585, 3911, 5150]","[u'up', u'up', u'left']",train_hidden,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 5, -5]","[2584, 818, 735]",5.0,"[None, None, None]",,147006,14.0,2.702860947760116e+18,mouselab-mdp,2
"[27225, 27784, 28425]","[u'right', u'right', u'down']",train_inspector,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'9', u'5', u'6', u'8', u'7', u'3', u'2', u'4', u'11', u'10', u'12'], u'time': [8677, 14699, 15678, 16722, 20968, 21974, 22568, 22892, 23290, 23880, 24363, 25759]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 10]","[27224, 52, 138]",10.0,"[None, None, None]",,179078,15.0,9.041022091974375e+18,mouselab-mdp,2
"[16305, 16846, 17511]","[u'right', u'right', u'up']",train_inspector,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'9', u'10', u'11', u'1', u'2', u'4', u'3', u'5', u'6', u'8', u'7'], u'time': [4127, 6683, 7547, 8226, 8817, 9418, 9975, 12116, 12922, 13478, 14282, 14955]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, 10]","[16302, 41, 163]",15.0,"[None, None, None]",,198493,16.0,-8.430627562648791e+18,mouselab-mdp,2
"[14125, 14659, 15228]","[u'right', u'right', u'up']",train_inspector,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3', u'7', u'6', u'8', u'9', u'10', u'11', u'12', u'5'], u'time': [1604, 3849, 4499, 5231, 5965, 6550, 7044, 8260, 8856, 9401, 10019, 11027]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, -5]","[14123, 29, 70]",10.0,"[None, None, None]",,215631,17.0,5.439632916575948e+18,mouselab-mdp,2
"[7631, 8302, 8918]","[u'up', u'up', u'right']",train_inspector,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'8', u'7', u'3', u'2', u'4', u'1'], u'time': [1514, 2600, 3293, 3919, 4617, 5128, 5651, 6514]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 5]","[7630, 168, 116]",20.0,"[None, None, None]",,226543,18.0,6.995680039972448e+17,mouselab-mdp,2
"[16739, 17633, 18298]","[u'right', u'right', u'down']",train_inspector,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'3', u'4', u'6', u'7', u'5', u'8', u'9', u'10'], u'time': [2145, 2814, 3319, 3815, 4824, 5386, 12833, 13762, 14496, 15415]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 10]","[16737, 394, 161]",25.0,"[None, None, None]",,246790,19.0,1.532043097573411e+18,mouselab-mdp,2
"[25747, 26354, 26978]","[u'up', u'up', u'left']",train_inspect_cost,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'3', u'4', u'2'], u'time': [19435, 22167, 22995, 24769]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 10]","[25746, 108, 120]",1.0,"[None, None, None]",,277582,20.0,2.5857685737037445e+18,mouselab-mdp,2
"[7661, 8252, 8916]","[u'up', u'up', u'left']",train_inspect_cost,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'2', u'4', u'3'], u'time': [2970, 5191, 5758, 6882]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 10]","[7659, 93, 166]",6.0,"[None, None, None]",,288477,21.0,-3.8790525829275725e+17,mouselab-mdp,2
"[9317, 9926, 11038]","[u'right', u'right', u'down']",train_inspect_cost,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'7', u'8', u'6', u'5'], u'time': [4061, 4682, 5956, 7400, 7996, 8481]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 10]","[9315, 105, 613]",4.0,"[None, None, None]",,301415,22.0,-3.9002272886410644e+18,mouselab-mdp,2
"[9520, 10248, 13014]","[u'up', u'up', u'left']",train_inspect_cost,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'8', u'7', u'4', u'3'], u'time': [1670, 2289, 3086, 4436, 5155, 5729]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 10]","[9519, 221, 2261]",4.0,"[None, None, None]",,316589,23.0,4.339880646647608e+18,mouselab-mdp,2
"[11539, 12115, 12716]","[u'right', u'right', u'up']",train_inspect_cost,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'7', u'8', u'11', u'12', u'6'], u'time': [1780, 2371, 3066, 4129, 5225, 5962, 10607]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 5]","[11538, 71, 98]",-2.0,"[None, None, None]",,331302,24.0,5.724401768725425e+18,mouselab-mdp,2
"[13715, 14299, 14922]","[u'left', u'left', u'up']",train_final,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'10', u'11'], u'time': [11500, 12459, 13027]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 5, 5]","[13715, 84, 125]",12.0,"[None, None, None]",,349927,25.0,7.502188167921001e+17,mouselab-mdp,2
"[13068, 14333, 15038]","[u'right', u'right', u'down']",train_final,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'12', u'8', u'6', u'7'], u'time': [527, 1501, 2213, 11292, 11930]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 10]","[13067, 760, 198]",0.0,"[None, None, None]",,367767,26.0,-3.5260456632436096e+17,mouselab-mdp,2
"[41997, 42700, 43356]","[u'left', u'left', u'down']",train_final,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'8', u'7', u'3', u'4', u'12'], u'time': [2478, 3581, 4358, 5644, 6269, 19273]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 10, 10]","[41994, 202, 156]",4.0,"[None, None, None]",,413094,27.0,-5.559450979544907e+18,mouselab-mdp,2
"[4608, 5254, 5989]","[u'up', u'up', u'right']",train_final,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3'], u'time': [2143, 2710, 3445]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 10]","[4606, 146, 234]",27.0,"[None, None, None]",,420926,28.0,-5.799413076952947e+18,mouselab-mdp,2
"[4575, 5295, 6054]","[u'right', u'right', u'up']",train_final,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'7', u'6', u'5'], u'time': [1036, 1567, 2265, 3332, 3875]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 5, 10]","[4573, 210, 257]",20.0,"[None, None, None]",,428910,29.0,2.7573167158284186e+18,mouselab-mdp,2
"[8940, 9529, 10259]","[u'up', u'up', u'right']",test,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'11', u'5', u'7', u'8', u'3', u'4'], u'time': [1775, 2592, 3829, 4445, 5299, 6358, 6989]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 10]","[8938, 83, 228]",18.0,"[None, None, None]",,482414,30.0,-7.824465990977061e+18,mouselab-mdp,2
"[7839, 8438, 9149]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'4', u'7', u'6', u'5', u'8'], u'time': [1491, 2416, 3342, 5437, 5971, 6605]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, 10]","[7838, 85, 200]",4.0,"[None, None, None]",,493511,31.0,4.49272063618337e+18,mouselab-mdp,2
"[6371, 7235, 7976]","[u'up', u'up', u'right']",test,,,,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'10', u'11', u'3', u'4', u'2'], u'time': [790, 1287, 2093, 3129, 5357]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, -5, 10]","[6369, 357, 238]",-10.0,"[None, None, None]",,503462,32.0,6.301694736193464e+17,mouselab-mdp,2
"[13503, 14086, 14711]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'6', u'5', u'10', u'9', u'11', u'12', u'3', u'4'], u'time': [1352, 2115, 2809, 3359, 4683, 5122, 6642, 7324, 11260, 11809]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 5, 5]","[13501, 81, 121]",-5.0,"[None, None, None]",,520063,33.0,-7.701717791270176e+18,mouselab-mdp,2
"[9900, 10524, 11229]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'3', u'5', u'9', u'10', u'11'], u'time': [2926, 4581, 6206, 7391, 8247, 9004]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 10, 10]","[9899, 123, 202]",19.0,"[None, None, None]",,533197,34.0,4.842692465290208e+18,mouselab-mdp,2
"[4931, 5580, 6227]","[u'left', u'left', u'up']",test,,,,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'10', u'7'], u'time': [768, 1644, 3754]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-10, 5, 5]","[4929, 141, 123]",-3.0,"[None, None, None]",,541304,35.0,-8.661724116053019e+18,mouselab-mdp,2
"[11794, 12337, 13131]","[u'left', u'left', u'down']",test,,,,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4', u'3', u'8', u'7', u'6', u'5', u'12'], u'time': [927, 1443, 2122, 3722, 4405, 5598, 6150, 10736]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -5, 10]","[11792, 41, 293]",7.0,"[None, None, None]",,556431,36.0,5.309248044539889e+18,mouselab-mdp,2
"[18497, 19030, 19760]","[u'right', u'right', u'down']",test,,,,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11', u'4', u'3', u'7', u'8', u'10', u'9', u'5', u'6', u'1', u'2'], u'time': [632, 1289, 2332, 2948, 3557, 4172, 6515, 7018, 7623, 8186, 8884, 9547]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, -10, -5]","[18494, 23, 223]",-17.0,"[None, None, None]",,578527,37.0,-8.604426228927178e+18,mouselab-mdp,2
"[13145, 13704, 14521]","[u'up', u'up', u'left']",test,,,,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'11', u'10', u'4', u'3', u'6', u'5', u'2', u'1'], u'time': [1058, 3100, 4225, 4717, 5727, 6190, 7099, 8108, 10306, 10851]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, -5]","[13143, 53, 314]",-10.0,"[None, None, None]",,595222,38.0,2.9612134047696353e+18,mouselab-mdp,2
"[10180, 10738, 11381]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11', u'10', u'9', u'5', u'6', u'8', u'4', u'2', u'3', u'1', u'7'], u'time': [1261, 1901, 2411, 2806, 3669, 4034, 5873, 7025, 7497, 7887, 8490, 8995]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[-5, 10, 10]","[10175, 54, 138]",3.0,"[None, None, None]",,608557,39.0,-2.113118043168124e+18,mouselab-mdp,2
"[5115, 5739, 6603]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'12', u'11', u'4', u'3', u'7', u'8'], u'time': [1208, 1849, 2488, 2993, 3543, 4174]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[5, 5, 5]","[5114, 121, 359]",9.0,"[None, None, None]",,616997,40.0,1.3765381945531668e+18,mouselab-mdp,2
"[4063, 7631, 8822]","[u'right', u'right', u'up']",test,,,,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'7'], u'time': [1377, 2463, 3084]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10, 10, 5]","[4062, 3066, 684]",22.0,"[None, None, None]",,628151,41.0,-3.081449241277774e+18,mouselab-mdp,2
